subcategory_id,name,tags,id,unit_id
74,Assaisonnement au gingembre,Assaisonnement au gingembre,202,1
74,Assaisonnement au parmesan,Assaisonnement au parmesan,203,1
74,Assaisonnement aux fines herbes,"Assaisonnement aux fines herbes, Assaisonnement aux herbes, Assaisonnement m_lange de fines herbes",204,1
108,Assaisonnement avec cumin,Assaisonnement avec cumin,206,1
58,Assaisonnement avec safran,"Assaisonnement avec safran, Assaisonnement au safran",207,1
179,Assaisonnement barbecue,"Assaisonnement barbecue, Assaisonnement bbq",208,1
162,Assaisonnement bruschetta,Assaisonnement bruschetta,210,1
74,Assaisonnement cajun,Assaisonnement cajun,211,1
162,Assaisonnement classique,Assaisonnement classique,212,1
74,Assaisonnement d'ail _minc_,"Assaisonnement ö l'ail, Assaisonnement d'ail",191,1
74,Assaisonnement de poivre,"Assaisonnement de poivre, Assaisonnement au poivre, Assaisonnement m_lange de 4 poivres, Assaisonnement m_lange de poivres",214,1
108,Assaisonnement doux pour tacos,Assaisonnement doux pour tacos,216,1
74,Assaisonnement,Assaisonnement,217,1
132,Assaisonnement _pic_ biologique sans gluten,"Assaisonnement _pic_, Assaisonnement trs _pic_",218,1
74,Assaisonnement exotique,Assaisonnement exotique,220,1
74,Assaisonnement fum_ au bois,Assaisonnement fum_ au bois,221,1
74,Assaisonnement grec,"Assaisonnement grecque, Assaisonnement grec",222,1
74,Assaisonnement italiano,"Assaisonnement italiano, Assaisonnement italien",224,1
162,Assaisonnement jardinire,Assaisonnement jardinire,228,1
74,Assaisonnement le brasseur,Assaisonnement le brasseur,229,1
179,Assaisonnement liquide,Assaisonnement liquide,230,1
162,Assaisonnement lousianne,Assaisonnement lousianne,231,1
74,Assaisonnement m_diterran_en,Assaisonnement m_diterran_en,232,1
74,Assaisonnement m_lange de table,Assaisonnement m_lange de table,237,1
179,Assaisonnement m_lange pour rago_t,Assaisonnement m_lange pour rago_t,240,1
179,Assaisonnement m_lange pour riz frit,Assaisonnement m_lange pour riz,242,1
106,Assaisonnement Mirin,Assaisonnement Mirin,243,1
162,Assaisonnement naturel,"Assaisonnement naturel, Assaisonnement original",244,1
162,Assaisonnement patates,"Assaisonnement patate, Assaisonnement patates, Assaisonnement pour pommes de terres, Assaisonnement pour pomme de terre, Assaisonnement pour pommes de terre",247,1
197,Assaisonnement piri piri,Assaisonnement piri piri,250,1
74,Assaisonnement pour barbecue,Assaisonnement pour barbecue ,251,1
74,Assaisonnement pour boisson c_sar,Assaisonnement pour boisson c_sar,253,1
74,Assaisonnement pour bruschetta,Assaisonnement pour bruschetta,254,1
74,Assaisonnement pour burger,Assaisonnement pour burger ,255,1
108,Assaisonnement pour burritos,Assaisonnement pour burritos,256,1
108,Assaisonnement pour chili,Assaisonnement pour chili,257,1
74,Assaisonnement pour escargots,Assaisonnement pour escargots,258,1
108,Assaisonnement pour fajitas,Assaisonnement pour fajitas,259,1
162,Assaisonnement pour frites,"Assaisonnement pour frites, Assaisonnement pour frite, Assaisonnement frites, Assaisonnement frite",260,1
74,Assaisonnement pour garnir des verres,Assaisonnement pour garnir des verres,261,1
162,Assaisonnement pour grillade,"Assaisonnement pour grillade, Assaisonnement pour grillades, Assaisonnement grillade, Assaisonnement grillades",262,1
74,Assaisonnement pour le porc,"Assaisonnement pour le porc, Assaisonnement pour porc",263,1
74,Assaisonnement pour l_gumes,Assaisonnement pour l_gumes,264,1
74,Assaisonnement pour les volailles,"Assaisonnement ö volaille, Assaisonnement pour les volailles, Assaisonnement pour volailles",267,1
179,Assaisonnement pour pain de viande,Assaisonnement pour pain de viande,268,1
74,Assaisonnement pour poisson,Assaisonnement pour poisson,269,1
74,Assaisonnement pour popcorn,Assaisonnement pour popcorn,277,1
179,Assaisonnement pour poulet,Assaisonnement pour poulet,281,1
74,Assaisonnement pour riz,Assaisonnement pour riz,286,1
179,Assaisonnement pour rªti,"Assaisonnement pour rªti, Assaisonnement pour rªtisserie",289,1
178,Assaisonnement pour sauce ö lasagne,"Assaisonnement pour sauce ö lasagne, Assaisonnement pour  ö la lasagne",292,1
178,Assaisonnement pour sauce ö spaghetti,"Assaisonnement pour sauce ö spaghetti, Assaisonnement r_gulier pour sauce ö spaghetti",293,1
178,Assaisonnement pour sauce arrabbiata,Assaisonnement pour sauce arrabbiata,295,1
178,Assaisonnement pour sauce ros_e,Assaisonnement pour sauce ros_e,296,1
74,Assaisonnement pour saumon,Assaisonnement pour saumon,297,1
179,Assaisonnement pour sloppy joe,Assaisonnement pour sloppy joe,298,1
108,Assaisonnement pour tacos,Assaisonnement pour tacos,299,1
132,Assaisonnement pour volaille biologique,"Assaisonnement pour volaille  moulu biologique, Assaisonnement pour volaille biologique",302,1
74,Assaisonnement sans sel,Assaisonnement sans sel,305,1
20,Assaisonnement sazon coriandre,Assaisonnement sazon coriandre,306,1
74,Assaisonnement Sriracha,Assaisonnement Sriracha,307,1
74,Assaisonnement Steak Firehouse,Assaisonnement Steak Firehouse,308,1
74,Assaisonnement style sud barbecue,Assaisonnement style sud barbecue,309,1
162,Assaisonnement suprme,Assaisonnement suprme,310,1
74,Assaisonnement tex-mex,Assaisonnement tex-mex,311,1
132,Assaisonnement tha¥ biologique sans gluten,Assaisonnement tha¥ biologique,312,1
192,Assiettes,"Assiettes, Assiette",314,4
156,Assouplissant arªme relaxe 100BR,"Assouplissant arªme relaxe, Assouplisseur air frais",339,1
159,Assouplissant liquide ,"Assouplissant liquide, Assouplisseur de tissus liquide, Assouplisseur liquide, Assouplisseur lessive liquide",359,2
156,Assouplissant textile,Assouplissant textile,342,1
156,Assouplisseur arªme calme,Assouplisseur arªme calme,345,1
156,Assouplisseur de tissus concentr_,Assouplisseur de tissus concentr_,346,2
156,Assouplisseur de tissus en feuilles,"Assouplisseur de tissus en feuilles, Assouplisseur en feuille",347,1
156,Assouplisseur de tissus exaltante,"Assouplisseur de tissus exaltante, Assouplisseur de tissus exaltation",357,1
156,Assouplisseur de tissus original,Assouplisseur de tissus original,370,1
156,Assouplisseur de tissus une douce fraÓcheur,Assouplisseur de tissus une douce fraÓcheur,371,1
156,Assouplisseur hypoallergne,Assouplisseur hypoallergne,376,1
156,Assouplisseur Infusion ö la lavande,Assouplisseur Infusion ö la lavande,377,1
156,Assouplisseur liquide,"Assouplissant liquide, Assouplisseur de tissus liquide, Assouplisseur liquide",359,2
156,Assouplisseur nature,Assouplisseur nature,386,1
97,Aubergine ,"Aubergine, Aubergines",387,1
83,Aubergine biologique,"Aubergine biologique, Aubergines biologiques, Aubergine bio, Aubergines biologique",388,1
97,Aubergine chinoise,"Aubergine chinoise, Aubergines chinoises, Aubergines chinoise",389,1
97,Aubergine graffiti,"Aubergine graffiti, Aubergines graffitis, Aubergines graffiti",390,1
20,Aubergine grill_e,"Aubergine grill_e, Aubergines grill_es",391,1
97,Aubergine italienne,"Aubergine citalienne, Aubergines italiennes, Aubergines italienne",392,1
20,Aubergines avec l_gumes,Aubergines avec l_gumes,393,1
58,Aubergines marin_es,"Aubergines marin_es, Aubergine marin_e",395,1
162,Avelines ,"Avelines, Aveline",397,1
13,Avocat,"Avocat, Avocats, Avocat caisse, Avocats caisse, Avocat hass, Avocats hass",398,4
83,Avocat biologique,"Avocat biologique, Avocats biologiques, Avocat bio, Avocats biologique, Avocat hass biologique, Avocats hass biologiques, Avocat hass bio, Avocats hass biologique",399,4
7,Baba gannouj ,Baba gannouj ,404,1
173,Bac ö compost,Bac ö compost,405,1
1,Bac ö litire,Bac ö litire,406,1
43,Bacon ,Bacon ,407,1
197,Bacon ö l'_rable,Bacon ö l'_rable,409,1
197,Bacon au sel de mer,"Bacon au sel de mer, Bacon moins de sel",410,1
197,Bacon biologique,Bacon biologique,411,1
197,Bacon fum_,Bacon fum_,412,1
197,Bacon fort noire,Bacon fort noire,413,1
197,Bacon pomme whisky,Bacon pomme whisky,418,1
197,Bacon poulet au naturel,Bacon poulet,420,1
197,Bacon pr_cuit,Bacon pr_cuit,421,1
197,Bacon Ready Crisp pr_cuit,Bacon Ready Crisp,428,1
162,Bacon vrai,"Bacon vrai, Bacons vrais",435,1
18,Bagel,"Bagel, Bagels",437,1
18,Bagelwich ,Bagelwich,453,1
121,Baguettine dattes,Baguettine dattes,456,1
132,Baie de goji sans gluten biologique,"Baie de goji sans gluten biologique, Baie de goji biologique",457,1
74,Baies de genivre ,Baies de genivre ,458,1
152,Bajou de porc,Bajou de porc,459,1
15,Baklava,Baklava,460,1
1,Balle de tennis,Balle de tennis,463,4
1,Balle tintement,Balle tintement,464,4
200,Balsamique blanc,Balsamique blanc,465,1
80,Baluchon biologique,Baluchon biologique,466,1
19,Banane,"Banane, Bananes",467,1
19,Banane miniature,Banane miniature,,1
83,Banane biologique,"Banane biologique, Bananes biologiques, Banane bio, Bananes bio, Banane _quitable et biologique",473,1
19,Banane plantain ,"Banane plantain, Bananes plantains, Bananes plantain ",470,1
162,Banane sche,"Banane sche, Bananes sches, Banane sch_e, Bananes sch_es",472,1
200,Bandes won ton authentiques,"Bandes wonton authentiques, Bandes wonton authentique",478,1
162,Barbe ö papa ,Barbe ö papa ,479,1
60,Barre au suc de r_glisse,Barre au suc de r_glisse,480,1
54,Barre aux fruits,"Barre aux fruits, Barres fruits,  Barre fruit, Barre fruits",481,1
15,Barre canneberge citron,"Barre canneberge citron, Barres canneberge citron",483,1
177,Barre chocolat,"Barre chocolat, Barres chocolat, Barre de chocolat, Barre au chocolat, Barres de chocolat, Barres au chocolat",485,1
63,Barre crme glac_e,"Barre creme glace, Barre crme glac_, Barres crme glac_, Barres crme glac_e, Barre crme glac_e, Barre crme,  Barre de crme glac_e, Barre de crme glac_, Barre de creme glac_",487,1
47,Barre de chocolat noir,"Barre chocolat noir, Barres chocolat noir, Barre de chocolat noir, Barre au chocolat noir, Barres de chocolat noir, Barres au chocolat noir",521,1
116,Barre de croustade,Barre de croustade,549,1
116,Barre de noix rªtis,Barre de noix rªtis,551,1
47,Barre de toffee cr_meux,Barre de toffee cr_meux,552,1
54,barre d'energie,"barre d'energie, Barre _nerg_tique, barres d'energie, Barres _nerg_tiques, Barres _nergisantes, Barre _nergisante",553,1
162,Barre FruitSource,"Barre FruitSource, Barres FruitSource",562,1
160,Barre fudge,Barre fudge,568,1
63,Barre glac_e,"Barre glac_e, Barres glac_es",569,1
162,Barre grain entier Fruit Activ,"Barre grain entier Fruit Activ, Barres grain entier Fruit Activ",572,1
60,Barre granola,"Barre granola, Barres granola, Barre au granola, Barres au granola,",574,1
160,Barre k_fir biologique,"Barre k_fir, Barre k_fir fraise biologique",578,1
116,Barre MuffinMax,"Barre MuffinMax, Barres MuffinMax",580,1
162,Barre naturelle,"Barre naturelle, Barres naturelle, Barres naturelles",587,1
116,Barre Nutri-grains fruit,"Barre Nutri-grains fruit, Barres Nutri-grains fruit",589,1
116,Barre prot_in_e,"Barre prot_in_e, Barres prot_in_es",591,1
177,Barre quinoa,"Barre quinoa, Barre de quinoa, Barres quinoa, Barres de quinoa",593,1
47,Barre Ragusa,"Barre Ragusa, Barres Ragusa",594,1
116,Barre Rice Crispy,"Barre Rice Crispy, Barres Rice Crispy",595,1
20,Barre tendre,"Barre tendre, Barres tendre",596,1
116,Barre Vital ,"Barre Vital, Barres Vital",598,1
63,Barres ö la crme glac_e,Barres ö la crme,605,1
54,Barres ö la noix de coco,Barres ö la noix de coco,606,1
54,Barres ö l'avoine,Barres ö l'avoine,607,1
60,Barres au biscuit d'avoine biologique,Barres au biscuit d'avoine biologique,608,1
116,Barres au brownie,"Barres au brownie, Barre au brownie",609,1
116,Barres au nougat,"Barres au nougat, Barre au nougat",616,1
116,Barres au sundae,"Barres au sundae, Barre au sundae",617,1
162,Barres aux abricots,"Barres aux abricots, Barre aux abricots, Barres au abricot",618,1
116,Barres aux bleuets,"Barres aux bleuets, Barre auxbleuets, Barres au bleuet, Barres bleuets",619,1
60,Barres aux brisures de chocolat biologique,Barres aux brisures de chocolat biologique,620,1
116,Barres aux fraises,"Barres aux fraises, Barre aux fraises,",621,1
116,Barres aux framboises,"Barres aux framboises, Barre aux framboises",622,1
116,Barres aux grains miel,Barres aux grains miel,624,1
54,Barres aux noix chocolat miel et beurre d'arachide,"Barres aux noix, Barre aux noix ",625,1
116,Barres aux pommes,Barres aux pommes,630,1
60,Barres aux raisins secs,Barres aux raisins secs,632,1
54,Barres biologiques,Barres biologiques,633,1
177,Barres bleu,Barres bleu,636,1
177,Barres canneberges dattes,Barres canneberges dattes,637,1
116,Barres collation au quinoa,"Barres collation au quinoa, Barre collation au quinoa",640,1
116,Barres croquantes,"Barres croquantes, Barres croquantes, VAL NATURE",643,1
116,Barres de c_r_ales,"Barres de c_r_ales, Barres c_r_ales, Barre de c_r_ales",649,1
68,Barres de d_jeuner aux bleuets,Barres de d_jeuner aux bleuets,683,1
63,Barres de dessert glac_,"Barres de dessert glac_, Barre de dessert glac_",684,1
63,Barres de fruits glac_s,"Barres de fruits glac_s, Barre de fruits glac_s",685,1
116,Barres de nougat,"Barres de nougat, Barre de nougat, Barres nougat, Barre nougat",691,1
63,Barres de yogourt glac_,"Barres de yogourt glac_, Barre de yogourt glac_",694,1
116,Barres granola croquantes,"Barre granola croquante, Barres granola croquantes, Barre au granola croquante, Barres au granola croquantes",720,1
116,Barres granola enrob_es,"Barres granola enrob_es, Barre granola enrob_e",724,1
116,Barres granola tendres,"Barres granola tendres, Barre granola tendre, Barres tendres granola, Barre  tendres granola",730,1
162,Barres miel et s_sames,"Barres miel, Barre miel, Barres au miel, Barre au miel",735,1
162,Barres Pom canelle,"Barres Pom canelle, Barre Pom canelle",736,1
15,Barres pommes cannelle,"Barres pommes cannelle, Barre pomme cannelle",737,1
116,Barres prot_in_es,Barres prot_in_es,738,1
116,Barres sp_cial K ,Barres sp_cial K,740,1
116,Barres Star Wars ,Barres Star Wars,742,1
162,Barres Sucr_ sal_,"Barres Sucr_ sal_, Barres Sucr_s sal_s, Barre Sucr_ sal_",744,1
116,Barres tendres sucr_es et sal_es,"Barres tendres sucr_es et sal_es, Barres tendres sucr_es sal_es",788,1
116,Barres Vector aux noix,Barres Vector aux noix,795,1
176,Basilic ,"Basilic, Basilics",796,1
132,Basilic biologique,"Basilic biologique, Basilics biologiques, Basilic bio, Basilic en feuilles biologique",798,1
74,Basilic moulu,Basilic moulu,805,1
132,Bäton de cannelle biologique,"Bäton de cannelle biologique, bäton de cannelle 3po biologique",806,1
196,Bäton de fromage,"Bäton de fromage, Bäton de fromage Tex Mex surgel_, Bäton de fromage surgel_",807,1
63,Bäton glac_e cyclone,Bäton glac_e cyclone,808,1
27,Bätonnet au boeuf Jerky,Bätonnet au boeuf Jerky,809,1
197,Bätonnet de pepperoni ,Bätonnet de pepperoni ,816,1
78,Bätonnet fromage,"Bätonnet de fromage, Bätonnet fromage, Bätonnets de fromage, Bätonnets fromage",814,1
78,Bätonnet fromage marbr_,"Bätonnet de fromage marbr_, Bätonnet fromage marbr_, Bätonnets de fromage marbr_, Bätonnets fromage marbr_, Bätonnets au fromage marbr_, Bätonnet au fromage marbr_",814,1
66,Bätonnets ö la pizza,Bätonnets ö la pizza,820,1
66,Bätonnets au miel,Bätonnets au miel,823,1
22,Bätonnets de beurre,Bätonnets de beurre,824,1
196,Bätonnets de cheddar,Bätonnets de cheddar ,826,1
47,Bätonnets de chocolat ,Bätonnets de chocolat grand format 4 barres,827,1
196,Bätonnets de mozzarella,Bätonnets de mozzarella,830,1
196,Bätonnets de poulet pan_s surgel_s,Bätonnets de poulet pan_s surgel_s,832,1
116,Bätonnets et fromage,Bätonnets et fromage,833,1
131,Bätonnets feuillet_s,"Bätonnets feuillet_s, Bätonnet feuillet_",834,1
162,Bätonnets Veggie Stix l_gumes m_lang_s,"Bätonnets Veggie Stix, Bätonnet Veggie Stix, Bätonnets Veggies Stix",839,1
192,Bätons ö caf_ en bois,Bätons ö caf_ en bois,840,1
1,Bätons ö mächer,Bätons ö mächer ,841,1
162,Bätons de s_same ,"Bätons de s_same, Bäton de s_same, Bätons s_same, Bäton s_same",842,1
27,Bavette ,"Bavette de bìuf, Bavette, BAVETTE DE CHEVAL",843,1
161,Äpinard,"Äpinard, Äpinards, ",844,1
4,Limes,"Lime, Limes",845,1
161,B_b_ Äpinard ,"B_b_ Äpinard, B_b_s Äpinards, ",850,1
4,B_b_ limette ,"B_b_ limette, B_b_s limettes",9096,1
21,Beignes ö la crme,"Beignes ö la crme, Beigne ö la crme",853,1
21,Beignes ö la framboise,"Beignes ö la framboise, Beignes aux framboises, Beignes de framboise, Beignes de framboises",857,1
21,Beignes ö l'_rable,"Beignes ö l'_rable, Beignes d'_rable, Beigne ö l'_rable, Beigne d'_rable",858,1
21,Beignes au chocolat,"Beignes au chocolat, Beignes de chocolat, Beigne au chocolat, Beigne de chocolat",859,1
21,Beignes au miel,"Beignes au miel, Beignes de miel, Beigne au miel, Beigne de miel",860,1
21,Beignes au sucre,"Beignes au sucre, Beignes de sucre, Beigne au sucre, Beigne de sucre",861,1
21,Beignes aux oeufs,"Beignes aux ìufs, Beignes d'ìufs,Beigne aux ìufs, Beigne d'ìufs,",865,1
21,Beignes aux patates,"Beignes aux patates, Beignes de patates, Beigne ö la patates, Beigne de patate",866,1
21,BEIGNES CITRON ,"Beignes CITRON, Beignes au CITRON, Beigne de CITRON",867,1
21,Beignes garnis,"Beignes garni, Beigne garni, Beignes garnis",868,1
21,Beignes glac_s,"Beignes glac_, Beigne glac_, Beignes glac_s",869,1
21,Beignes jumbo ö la crme,"Beignes jumbo ö la crme, Beigne jumbo ö la crme",873,1
21,Beignes Long John,"Beignes Long John, Beigne Long John",880,1
21,Beignes nature,"Beignes nature, Beigne nature, ",885,1
21,Beignes NUTELLA ,"BEIGNES NUTELLA, BEIGNE NUTELLA",886,1
83,Bette ö carde arc en ciel biologique,"Bette ö carde, Bettes ö carde, Bettes ö cardes",887,8
83,Bette a carde rouge biologique,"Bette ö carde biologique, Bettes ö carde biologiques, Bettes ö cardes bio, Bette ö carde bio, Bettes ö carde bio",890,8
162,Better Chip,"Better Chip, Better Chips, Betters Chips, Betters Chip",892,1
83,Betterave cuite biologique,"Betteraves cuites biologiques, Betteraves cuites biologiques, Betteraves cuites bio, Betterave cuite biologique, Betterave cuite bio, Betterave rouge cuite sous vide biologique",894,1
83,Betterave biologique,"Betteraves biologique, Betteraves biologiques, Betteraves bio, Betterave biologique, Betterave bio",,1
97,Betteraves chioggia,"Betteraves, Betterave",896,1
58,Betteraves Gourmet,Betteraves Gourmet,900,1
58,Betteraves tranch_es marin_es,Betteraves tranch_es marin_es,904,1
22,Beurre ö cuisson ,Beurre ö cuisson ,905,1
22,Beurre ö l'ail,Beurre ö l'ail,906,1
22,Beurre ö l'_rable,Beurre ö l'_rable,908,1
22,Beurre,"Beurre antique, BEURRE LACTANTIA, BEURRE SUPER C , BEURRE, BEURRE",909,1
22,Beurre Assaisonne citron herbes,Beurre Assaisonne citron herbes,910,1
22,Beurre avec sel de mer,Beurre avec sel de mer ,911,1
22,Beurre Chipotle Lime,Beurre Chipotle Lime,912,1
162,Beurre compos_,"Beurre compos_, Beurres compos_s, Beurres compos_",913,1
68,Beurre cr_meux au soya,"Beurre cr_meux au soya, Beurre cr_meux de soya, Beurre cr_meux soya",914,1
68,Beurre d'arachides,"Beurre d'arachide, Beurre cr_meux d'arachides",928,1
68,Beurre croquant aux amandes,Beurre croquant aux amandes,918,1
68,Beurre croquant organique biologique,Beurre croquant organique biologique,919,1
187,Beurre d'amande,Beurre d'amande,920,1
22,Beurre de culture non sal_,Beurre de culture non sal_,945,1
162,Beurre de poires ,"Beurre de poires, Beurre de poire, Beurres de poires",947,1
162,Beurre de pomme,"Beurre de pommes, Beurre de pomme, Beurres de pommes, Beurres de pomme",948,1
187,Beurre de sucre compos_,Beurre de sucre compos_,952,1
22,Beurre demi sal_,"Beurre demi sal_, Beurre sal_",953,1
162,Beurre d'_rable ,"Beurre d'_rable, Beurres d'_rable",954,1
162,Beurre d'_rable Bio,"Beurre d'_rable biologique, Beurres d'_rable biologique, Beurre d'_rable bio, Beurres d'_rable bio",956,1
22,beurre lait de chvre,beurre lait de chvre,958,1
22,Beurre non sal_,Beurre non sal_,959,1
22,Beurre Parmesan,Beurre Parmesan ,960,1
22,Beurre Poivre,Beurre Poivre ,961,1
